index,top_pairs,processed_func
57183,"[(177764, 31.01631746023107), (182202, 30.9548008298151), (178375, 25.10362533267419), (177763, 24.989712766864706), (177757, 24.397084095199297), (177761, 24.396316790601354), (177760, 24.351053822225076), (177758, 23.52025664185467), (186361, 23.047400494790274), (177759, 22.445454579769557), (177755, 21.362407734335314), (177762, 20.839723045079108), (177756, 20.835629424838924), (179813, 20.08320810461006), (177766, 19.788298875086497), (179249, 19.773306508384426), (177767, 19.370607532968986), (179540, 19.081017499279415), (179712, 18.541393412581225), (178888, 18.448367703405996)]","static void nfs4_proc_commit_setup(struct nfs_commit_data *data, struct rpc_message *msg)
{
	struct nfs_server *server = NFS_SERVER(data->inode);

	if (data->commit_done_cb == NULL)
		data->commit_done_cb = nfs4_commit_done_cb;
	data->res.server = server;
	msg->rpc_proc = &nfs4_procedures[NFSPROC4_CLNT_COMMIT];
	nfs4_init_sequence(&data->args.seq_args, &data->res.seq_res, 1);
}
"
166689,"[(184133, 33.83672972544108), (183340, 31.213045193741486), (182272, 25.453820143852013), (182417, 23.189038215805343), (186671, 19.191462048627645), (182271, 18.411551095992213), (178775, 15.223970253738717), (180585, 12.93620271685836), (178776, 12.526915700433086), (185886, 7.598042064289501), (179088, 7.345269098012124), (187126, 7.217340376616965), (186232, 5.046526171896555), (180934, 4.545084752018673), (183380, 4.48325608249377), (182791, 4.444868014783849), (185239, 4.103195318475669), (182896, 4.071097721846916), (179698, 4.01131209370391), (182390, 3.47241807990446)]","void ThreadHeapStats::IncreaseMarkedObjectSize(size_t delta) {
  marked_object_size_ += delta;
  ProcessHeap::IncreaseTotalMarkedObjectSize(delta);
}
"
29626,"[(180337, 26.61013344873827), (187922, 21.30404479989116), (178728, 20.507620346297763), (180509, 19.583631132227904), (184416, 19.537996844345383), (178807, 18.87196009111519), (179161, 18.661765492016592), (187514, 18.56820359599989), (178718, 18.42245087491148), (179762, 18.18636976957559), (178805, 17.899984046199858), (180643, 17.588266783642506), (178809, 16.966658631899108), (178735, 16.691931427863704), (178806, 16.184475029995813), (179162, 15.966275301196154), (178733, 14.866197152326604), (178732, 14.839340996449884), (179380, 14.742179501659209), (178727, 14.44239453955563)]","static int sctp_inet6_send_verify(struct sctp_sock *opt, union sctp_addr *addr)
{
	struct sctp_af *af = NULL;

	/* ASSERT: address family has already been verified. */
	if (addr->sa.sa_family != AF_INET6)
		af = sctp_get_af_specific(addr->sa.sa_family);
	else {
		int type = ipv6_addr_type(&addr->v6.sin6_addr);
		struct net_device *dev;

		if (type & IPV6_ADDR_LINKLOCAL) {
			if (!addr->v6.sin6_scope_id)
				return 0;
			rcu_read_lock();
			dev = dev_get_by_index_rcu(sock_net(&opt->inet.sk),
						   addr->v6.sin6_scope_id);
			rcu_read_unlock();
			if (!dev)
				return 0;
		}
		af = opt->pf->af;
	}

	return af != NULL;
}
"
148674,"[(186457, 26.816898825353384), (186823, 22.13593712558447), (184151, 21.464823946973972), (185996, 20.123536847262894), (186730, 20.095691828003968), (186738, 19.307883147679757), (186813, 19.029529093744273), (184218, 18.90300064299114), (187061, 18.599820765319077), (185998, 18.581834664145976), (186814, 18.1430102176777), (187079, 17.68830160948662), (186731, 17.576514409986842), (186993, 17.26332870671124), (186804, 17.038355874315045), (186815, 16.606415081685714), (186750, 16.295969353266727), (186825, 16.240169277440668), (186805, 16.199493070429707), (186824, 16.137096395300446)]"," void SkiaOutputSurfaceImpl::SetUpdateVSyncParametersCallback(
    UpdateVSyncParametersCallback callback) {
  update_vsync_parameters_callback_ = std::move(callback);
}
"
40653,"[(179013, 17.588895834862413), (179418, 16.901656324153354), (181532, 14.52051439667216), (187431, 14.187009996395602), (178952, 12.479314219782516), (181560, 12.448737484169502), (178945, 11.629720512558322), (188367, 10.956907524009335), (182738, 10.791087670893221), (178948, 10.715423559353384), (182937, 10.248322785778786), (178947, 10.090311609166184), (179732, 9.98402923415274), (178990, 9.161302458252237), (179733, 8.568387013770133), (182582, 8.433177292637902), (188456, 8.345389457094225), (188296, 8.228542643091357), (187863, 8.14177357978645), (184874, 7.668991548554638)]","static void *prb_lookup_block(struct packet_sock *po,
				     struct packet_ring_buffer *rb,
				     unsigned int idx,
				     int status)
{
	struct tpacket_kbdq_core *pkc  = GET_PBDQC_FROM_RB(rb);
	struct tpacket_block_desc *pbd = GET_PBLOCK_DESC(pkc, idx);

	if (status != BLOCK_STATUS(pbd))
		return NULL;
	return pbd;
}
"
73080,"[(181989, 25.521337857695688), (180099, 24.394611618203164), (179695, 24.204190240599825), (179201, 24.204190240599825), (183112, 24.02195646536364), (181994, 20.550359161820122), (183293, 17.666214279059698), (182906, 15.890605199225934), (182910, 14.954502084650947), (182907, 14.507315077341772), (185788, 14.420640531136833), (178512, 13.207644320268116), (178510, 11.189092812083368), (178520, 10.133247713408037), (183827, 7.850196464573234), (179177, 7.753484013806608), (182967, 7.382594717052476), (183883, 7.373424074456842), (187761, 7.305019758657556), (178407, 7.1880127829034315)]","static void gdImageSetAAPixelColor(gdImagePtr im, int x, int y, int color, int t)
{
	int dr,dg,db,p,r,g,b;

	/* 2.0.34: watch out for out of range calls */
	if (!gdImageBoundsSafeMacro(im, x, y)) {
		return;
	}
	p = gdImageGetPixel(im,x,y);
	/* TBB: we have to implement the dont_blend stuff to provide
	  the full feature set of the old implementation */
	if ((p == color)
	        || ((p == im->AA_dont_blend)
	            && (t != 0x00))) {
		return;
	}
	dr = gdTrueColorGetRed(color);
	dg = gdTrueColorGetGreen(color);
	db = gdTrueColorGetBlue(color);

	r = gdTrueColorGetRed(p);
	g = gdTrueColorGetGreen(p);
	b = gdTrueColorGetBlue(p);

	BLEND_COLOR(t, dr, r, dr);
	BLEND_COLOR(t, dg, g, dg);
	BLEND_COLOR(t, db, b, db);
	im->tpixels[y][x] = gdTrueColorAlpha(dr, dg, db, gdAlphaOpaque);
}
"
110608,"[(178509, 28.454413263702282), (183787, 28.302786010251697), (188574, 23.98160028552725), (188546, 23.818343431089158), (188571, 23.043586812872615), (188543, 22.88143613697766), (188575, 22.3473540360644), (188547, 22.18643656451293), (178663, 21.707283807983202), (188572, 21.582499123829006), (188544, 21.423326833455704), (188551, 20.514277853123318), (188579, 20.411629577767247), (180053, 17.66347112822335), (183110, 17.571058213206566), (188580, 17.43550484102985), (188587, 17.43550484102985), (188552, 17.37235225039215), (188593, 17.215470744711247), (180052, 16.604131221664314)]","error::Error GLES2DecoderImpl::HandleVertexAttribPointer(
    uint32 immediate_data_size, const gles2::VertexAttribPointer& c) {
  if (!bound_array_buffer_ || bound_array_buffer_->IsDeleted()) {
    SetGLError(GL_INVALID_VALUE,
               ""glVertexAttribPointer"", ""no array buffer bound"");
    return error::kNoError;
  }

  GLuint indx = c.indx;
  GLint size = c.size;
  GLenum type = c.type;
  GLboolean normalized = c.normalized;
  GLsizei stride = c.stride;
  GLsizei offset = c.offset;
  const void* ptr = reinterpret_cast<const void*>(offset);
  if (!validators_->vertex_attrib_type.IsValid(type)) {
    SetGLErrorInvalidEnum(""glVertexAttribPointer"", type, ""type"");
    return error::kNoError;
  }
  if (!validators_->vertex_attrib_size.IsValid(size)) {
    SetGLError(GL_INVALID_VALUE,
               ""glVertexAttribPointer"", ""size GL_INVALID_VALUE"");
    return error::kNoError;
  }
  if (indx >= group_->max_vertex_attribs()) {
    SetGLError(GL_INVALID_VALUE, ""glVertexAttribPointer"", ""index out of range"");
    return error::kNoError;
  }
  if (stride < 0) {
    SetGLError(GL_INVALID_VALUE,
               ""glVertexAttribPointer"", ""stride < 0"");
    return error::kNoError;
  }
  if (stride > 255) {
    SetGLError(GL_INVALID_VALUE,
               ""glVertexAttribPointer"", ""stride > 255"");
    return error::kNoError;
  }
  if (offset < 0) {
    SetGLError(GL_INVALID_VALUE,
               ""glVertexAttribPointer"", ""offset < 0"");
    return error::kNoError;
  }
  GLsizei component_size =
      GLES2Util::GetGLTypeSizeForTexturesAndBuffers(type);
  if (offset % component_size > 0) {
    SetGLError(GL_INVALID_OPERATION,
               ""glVertexAttribPointer"", ""offset not valid for type"");
    return error::kNoError;
  }
  if (stride % component_size > 0) {
    SetGLError(GL_INVALID_OPERATION,
               ""glVertexAttribPointer"", ""stride not valid for type"");
    return error::kNoError;
  }
  vertex_attrib_manager_->SetAttribInfo(
      indx,
      bound_array_buffer_,
      size,
      type,
      normalized,
      stride,
      stride != 0 ? stride : component_size * size,
      offset);
  if (type != GL_FIXED) {
    glVertexAttribPointer(indx, size, type, normalized, stride, ptr);
  }
  return error::kNoError;
}
"
10350,"[(186465, 32.748850528291804), (186534, 31.70056657970224), (178180, 29.553494903264564), (178047, 21.95704355256219), (178056, 20.84032900136946), (180151, 17.438191763950353), (187355, 16.83360658156855), (185640, 16.265467167255075), (181698, 15.629251948896924), (183281, 15.453822554093943), (183852, 14.426105306801535), (187578, 14.141892482343286), (187072, 14.057573471973337), (185637, 14.01155047727259), (183911, 13.679897886604033), (187742, 13.381095690349094), (177951, 13.230049172963518), (178287, 12.686425045564038), (185100, 12.451701129960806), (180144, 12.305102998921411)]","  cff_builder_add_point1( CFF_Builder*  builder,
                          FT_Pos        x,
                          FT_Pos        y )
  {
    FT_Error  error;


    error = check_points( builder, 1 );
    if ( !error )
      cff_builder_add_point( builder, x, y, 1 );

    return error;
  }
"
112927,"[(182929, 53.22677695780635), (183252, 27.694685573982536), (183249, 27.694685573982536), (181378, 27.676143288520098), (186425, 24.924308858401243), (183607, 24.25434374682426), (186431, 21.688568557371326), (179793, 19.10819717281699), (183721, 17.661047020401366), (186556, 17.256645778263803), (186430, 16.709145481649845), (186666, 16.4796182987822), (183963, 16.281064009769533), (186428, 16.047390992382958), (183857, 15.978784376396538), (186731, 15.708909041407054), (183821, 14.68273042332875), (178686, 14.190221024208348), (185382, 14.059467535116799), (182880, 13.956867733956393)]","std::string EscapeCacheFileName(const std::string& filename) {
  std::string escaped;
  for (size_t i = 0; i < filename.size(); ++i) {
    char c = filename[i];
    if (c == '%' || c == '.' || c == '/') {
      base::StringAppendF(&escaped, ""%%%02X"", c);
    } else {
      escaped.push_back(c);
    }
  }
  return escaped;
}
"
139044,"[(180487, 13.303567680759471), (180488, 13.070382540468309), (183754, 10.86753321105042), (184748, 10.706238929639147), (184747, 10.316441703921178), (186914, 10.129236604226174), (183651, 9.857893093258713), (186204, 8.610619722802888), (185572, 8.50023419977702), (183751, 8.434195909457216), (187032, 8.39848112332165), (185470, 8.270068413344138), (180489, 8.018580853531521), (187205, 7.867246501045059), (185622, 7.739306577833011), (185839, 7.561705253826151), (180789, 7.253304326874814), (186996, 7.174647609876858), (186457, 7.12240280653351), (184948, 7.111619329575401)]","  UsbDeviceHandleTest()
      : io_thread_(base::TestIOThread::kAutoStart),
        scoped_task_environment_(
            base::test::ScopedTaskEnvironment::MainThreadType::UI) {}
"
34254,"[(179937, 35.161585845779186), (186426, 22.528206689142447), (183070, 17.19172681564265), (179368, 16.037580420132976), (180423, 15.725078924419112), (179890, 15.276470146534463), (179584, 15.082888135530181), (183007, 14.74262842942754), (180598, 14.119206919343656), (179581, 13.906766899718589), (178882, 13.714168870480739), (178883, 13.691961674491635), (183516, 12.51204575596774), (183420, 11.975543801014798), (179886, 11.871818308577739), (181588, 11.754227959482352), (181250, 11.591286939212845), (183826, 11.320063855180384), (184291, 11.178465145661713), (177797, 11.088047271419484)]","int btrfs_delete_one_dir_name(struct btrfs_trans_handle *trans,
			      struct btrfs_root *root,
			      struct btrfs_path *path,
			      struct btrfs_dir_item *di)
{

	struct extent_buffer *leaf;
	u32 sub_item_len;
	u32 item_len;
	int ret = 0;

	leaf = path->nodes[0];
	sub_item_len = sizeof(*di) + btrfs_dir_name_len(leaf, di) +
		btrfs_dir_data_len(leaf, di);
	item_len = btrfs_item_size_nr(leaf, path->slots[0]);
	if (sub_item_len == item_len) {
		ret = btrfs_del_item(trans, root, path);
	} else {
		/* MARKER */
		unsigned long ptr = (unsigned long)di;
		unsigned long start;

		start = btrfs_item_ptr_offset(leaf, path->slots[0]);
		memmove_extent_buffer(leaf, ptr, ptr + sub_item_len,
			item_len - (ptr + sub_item_len - start));
		btrfs_truncate_item(trans, root, path,
				    item_len - sub_item_len, 1);
	}
	return ret;
}
"
16602,"[(181378, 20.494986294687738), (183252, 20.313574372351972), (183249, 20.313574372351972), (183607, 14.816660000305355), (177931, 9.534859754745757), (185935, 8.615671221340305), (180211, 8.103505792393058), (185438, 7.891001352600635), (178492, 7.732424405175268), (179931, 7.401185074489063), (183259, 7.223769371848494), (183255, 7.223769371848494), (183329, 6.970876836450572), (183248, 6.954572489691685), (183251, 6.954572489691685), (182213, 6.752802922834447), (182810, 6.6291456260580945), (180553, 6.4445849445558885), (181814, 6.417096529395606), (178558, 6.327999089570911)]","FileTransfer::addOutputFile( const char* filename )
{
	if( ! OutputFiles ) {
		OutputFiles = new StringList;
		ASSERT(OutputFiles != NULL);
	}
	else if( OutputFiles->file_contains(filename) ) {
		return true;
	}
	OutputFiles->append( filename );
	return true;
}
"
30330,"[(179735, 61.59872529445277), (187514, 34.10608910520004), (181155, 23.955842951143726), (187475, 21.944973841592923), (182887, 20.13344939932989), (181514, 19.6837685042685), (180010, 19.62767844966352), (179682, 19.02945607760495), (187476, 18.893751921802863), (182826, 18.303858291113148), (181219, 17.413384563971537), (182599, 16.77828104467718), (179202, 16.526259899927926), (179689, 16.39992576161449), (179732, 16.310558616998794), (179874, 15.739488941037719), (179328, 14.836887846493296), (182825, 14.525432949228037), (181307, 14.477344850469198), (182020, 14.27215713704344)]","static int vsock_create(struct net *net, struct socket *sock,
			int protocol, int kern)
{
	if (!sock)
		return -EINVAL;

	if (protocol && protocol != PF_VSOCK)
		return -EPROTONOSUPPORT;

	switch (sock->type) {
	case SOCK_DGRAM:
		sock->ops = &vsock_dgram_ops;
		break;
	case SOCK_STREAM:
		sock->ops = &vsock_stream_ops;
		break;
	default:
		return -ESOCKTNOSUPPORT;
	}

	sock->state = SS_UNCONNECTED;

	return __vsock_create(net, sock, NULL, GFP_KERNEL, 0) ? 0 : -ENOMEM;
}
"
28422,"[(182599, 25.675947315209264), (182889, 18.025652382785186), (181307, 17.84794995895552), (188538, 16.87922065684079), (182887, 14.741574325943535), (178008, 14.397969789365456), (178006, 13.726570856779993), (179735, 13.454260913527982), (180835, 12.67171140050938), (185928, 12.17806520256385), (179103, 12.115739452281222), (178005, 12.024739802518448), (183142, 11.940634803841563), (179166, 11.612449855590684), (184455, 11.580314646291047), (182441, 11.458207915555416), (185926, 11.067948061413329), (183920, 10.756977972292939), (183478, 10.57384758299363), (178004, 10.473263397824475)]","struct fib6_table *fib6_new_table(struct net *net, u32 id)
{
	struct fib6_table *tb;

	if (id == 0)
		id = RT6_TABLE_MAIN;
	tb = fib6_get_table(net, id);
	if (tb)
		return tb;

	tb = fib6_alloc_table(net, id);
	if (tb)
		fib6_link_table(net, tb);

	return tb;
}
"
41861,"[(183142, 20.085133039709486), (180909, 16.762004676411202), (178908, 15.166424559749325), (180602, 15.133703399479053), (180643, 14.959968438414617), (178901, 14.384152243131322), (182555, 14.071987304763994), (180337, 13.360333081210873), (178910, 13.301876316178232), (182082, 12.587136868879757), (182889, 12.496166709096046), (180429, 12.082258448902552), (178906, 11.962916540988951), (182562, 11.737786886242178), (180888, 10.54758132746426), (182556, 10.499325783116468), (178904, 10.173994484441357), (180528, 10.135422655603827), (184416, 10.028677899918653), (182913, 9.993214516620766)]","int ipv6_chk_addr_and_flags(struct net *net, const struct in6_addr *addr,
			    const struct net_device *dev, int strict,
			    u32 banned_flags)
{
	struct inet6_ifaddr *ifp;
	unsigned int hash = inet6_addr_hash(addr);
	u32 ifp_flags;

	rcu_read_lock_bh();
	hlist_for_each_entry_rcu(ifp, &inet6_addr_lst[hash], addr_lst) {
		if (!net_eq(dev_net(ifp->idev->dev), net))
			continue;
		/* Decouple optimistic from tentative for evaluation here.
		 * Ban optimistic addresses explicitly, when required.
		 */
		ifp_flags = (ifp->flags&IFA_F_OPTIMISTIC)
			    ? (ifp->flags&~IFA_F_TENTATIVE)
			    : ifp->flags;
		if (ipv6_addr_equal(&ifp->addr, addr) &&
		    !(ifp_flags&banned_flags) &&
		    (dev == NULL || ifp->idev->dev == dev ||
		     !(ifp->scope&(IFA_LINK|IFA_HOST) || strict))) {
			rcu_read_unlock_bh();
			return 1;
		}
	}

	rcu_read_unlock_bh();
	return 0;
}
"
10407,"[(178133, 26.119196493945818), (178227, 23.104479593378073), (178352, 22.1812059534016), (182751, 18.708892182240223), (179728, 17.65080834695281), (178162, 16.082818775080916), (178825, 14.996968468967278), (178161, 13.863150013326248), (183092, 13.348615488959616), (181265, 10.501294783879848), (178741, 10.400046103054626), (180615, 10.01743260749523), (178189, 9.988451551160745), (178930, 9.649490250694345), (179255, 9.347169276503008), (182318, 9.333128808086062), (178558, 9.251524531810258), (181330, 9.21839479366144), (181818, 9.105985558432357), (182933, 8.96140356007833)]","void esp_transfer_data(SCSIRequest *req, uint32_t len)
{
    ESPState *s = req->hba_private;

    trace_esp_transfer_data(s->dma_left, s->ti_size);
    s->async_len = len;
    s->async_buf = scsi_req_get_buf(req);
    if (s->dma_left) {
        esp_do_dma(s);
    } else if (s->dma_counter != 0 && s->ti_size <= 0) {
        /* If this was the last part of a DMA transfer then the
           completion interrupt is deferred to here.  */
        esp_dma_done(s);
    }
}
"
16062,"[(178541, 31.18589645970132), (183721, 18.694834429592554), (182651, 16.42804478331672), (180955, 14.394199258573206), (183191, 14.241668142686347), (178538, 13.924356683926456), (187640, 12.390127186293414), (185194, 11.630033018075881), (185192, 10.378098578243886), (185218, 10.30171827068915), (185195, 10.114937917894206), (185803, 10.06334113646035), (183484, 9.921855563967316), (182564, 9.469823590694634), (184434, 8.897828829861105), (179502, 8.82346957659179), (185799, 8.488792064540998), (179762, 8.45925234488392), (185120, 8.311056727434597), (185118, 8.26970905163227)]","ContainerChunk::ContainerChunk( ContainerChunk* parent, XMP_Uns32 id, XMP_Uns32 containerType ) : Chunk( NULL /* !! */, chunk_CONTAINER, id )
{
	XMP_Enforce( parent != NULL );

	this->containerType = containerType;
	this->newSize = 12;
	this->parent = parent;

	chunkVect* siblings = &parent->children;

	siblings->push_back( this );
}
"
133120,"[(181864, 19.273734546099643), (185494, 19.124312345304624), (185495, 19.124312345304624), (187958, 17.734851918924722), (177765, 17.57259276594323), (187709, 16.362057502339074), (182886, 13.610798506296282), (185291, 13.327910155271008), (178669, 13.186631376019733), (185662, 13.167716034339472), (185604, 12.948171725358005), (187738, 12.640446374325023), (181646, 12.579663783166678), (184011, 12.543527877843665), (178679, 12.48416472312809), (178548, 11.909260167885574), (183666, 11.44923127789998), (185271, 11.270827363467832), (178657, 10.739460208188635), (184945, 10.655351920266169)]","LRESULT HWNDMessageHandler::OnImeMessages(UINT message,
                                          WPARAM w_param,
                                          LPARAM l_param) {
  LRESULT result = 0;
  SetMsgHandled(delegate_->HandleIMEMessage(
      message, w_param, l_param, &result));
  return result;
}
"
7939,"[(181053, 33.23627230689994), (182876, 31.01392411035407), (181052, 27.13553517133874), (183280, 25.45951928892034), (183337, 23.24452850177106), (181055, 16.016785471808927), (181938, 15.893560396009226), (182255, 15.781263883645561), (187610, 15.28553206643182), (187749, 15.125827488035759), (181129, 14.790187957973117), (183023, 14.54096310123956), (183339, 13.947997971284314), (181431, 13.935426491179474), (179330, 13.914938630172122), (180349, 13.267222632580665), (180765, 13.094009444126792), (182017, 12.725374313935948), (181588, 12.719401264578126), (187476, 12.355781367338299)]","void jsC_error(js_State *J, js_Ast *node, const char *fmt, ...)
{
	va_list ap;
	char buf[512];
	char msgbuf[256];

	va_start(ap, fmt);
	vsnprintf(msgbuf, 256, fmt, ap);
	va_end(ap);

	snprintf(buf, 256, ""%s:%d: "", J->filename, node->line);
	strcat(buf, msgbuf);

	js_newsyntaxerror(J, buf);
	js_throw(J);
}
"
103764,"[(184307, 10.825373839269458), (183675, 7.667851612763825), (185095, 7.122827966007732), (184358, 6.719140024229624), (183784, 6.708274911642051), (185839, 5.531838782133249), (183676, 5.449980998157141), (187640, 5.387204341126141), (184281, 5.211913931268638), (177901, 4.85126676395146), (184223, 4.764177548168356), (184505, 4.572998677950281), (187875, 4.5383267212803595), (188446, 4.5383267212803595), (186459, 4.373103913367617), (184864, 4.300347445549172), (188083, 4.213741574075316), (183857, 4.132223030555212), (184136, 4.11502752564916), (184216, 4.04657373242212)]","void RenderThread::ScheduleIdleHandler(double initial_delay_s) {
  idle_notification_delay_in_s_ = initial_delay_s;
  idle_timer_.Stop();
  idle_timer_.Start(
      base::TimeDelta::FromSeconds(static_cast<int64>(initial_delay_s)),
      this, &RenderThread::IdleHandler);
}
"
45061,"[(182921, 6.411975885956085), (183337, 6.327015484806631), (183336, 6.276666950257378), (182411, 5.923057160415322), (183028, 3.9736713881516463), (183339, 3.6678455141985276), (179785, 3.465180291691699), (182413, 3.3129989227654324), (187229, 3.224491028880991), (181856, 3.019879408552821), (181917, 2.8396495045409047), (179916, 2.7782219150887038), (188617, 2.7541217651427075), (179792, 2.5451730557258587), (188616, 2.5100767069333556), (183407, 2.336841209152535), (187219, 2.2258882347508315), (182570, 2.1980441409594302), (183122, 2.1430110290192386), (179422, 2.1426066412742637)]","static int lua_ap_get_config(lua_State *L) {
    request_rec *r = ap_lua_check_request_rec(L, 1);   
    read_cfg_tree(L, r, ap_conftree);
    
    return 1;
}
"
100525,"[(187243, 5.2775689539013255), (187291, 3.968555482907949), (186933, 3.4277198775778914), (186661, 3.2907807144179824), (186909, 3.178076486194407), (186244, 2.8026346248403438), (188617, 2.79320495654272), (188616, 2.7106538783449743), (187373, 2.363911771388393), (181917, 2.32619834176701), (181856, 2.1181034778784205), (188618, 1.9670852868742004), (183122, 1.9614088781672874), (184598, 1.9591521903102136), (179792, 1.885940182818653), (187229, 1.8848250676221712), (183928, 1.8733520704605946), (182883, 1.868647049403298), (183407, 1.8535717887748955), (182884, 1.842682580882085)]","  void GrantBindings(int bindings) {
    enabled_bindings_ |= bindings;
  }
"
103954,"[(183638, 2.588657639431784), (184895, 2.5533573124868805), (183787, 2.3386577736687246), (185346, 2.1545230780510147), (184273, 2.025540984060751), (185785, 1.989011622818344), (186597, 1.906397453058712), (186601, 1.8842616931004426), (183600, 1.8542926386962069), (185807, 1.8319380202510769), (186078, 1.8261494442630772), (185492, 1.8176108454788988), (186179, 1.7991471168144109), (186067, 1.7886285072720178), (177767, 1.7285156745654364), (183582, 1.6857614582867189), (184159, 1.6506703575790787), (185756, 1.6268816972780022), (186874, 1.6087479453376983), (182052, 1.597930984982017)]","void GLES2DecoderImpl::ApplyDirtyState() {
  if (state_dirty_) {
    glColorMask(
        mask_red_, mask_green_, mask_blue_,
        mask_alpha_ && BoundFramebufferHasColorAttachmentWithAlpha());
    bool have_depth = BoundFramebufferHasDepthAttachment();
    glDepthMask(mask_depth_ && have_depth);
    EnableDisable(GL_DEPTH_TEST, enable_depth_test_ && have_depth);
    bool have_stencil = BoundFramebufferHasStencilAttachment();
    glStencilMaskSeparate(GL_FRONT, have_stencil ? mask_stencil_front_ : 0);
    glStencilMaskSeparate(GL_BACK, have_stencil ? mask_stencil_back_ : 0);
    EnableDisable(GL_STENCIL_TEST, enable_stencil_test_ && have_stencil);
    state_dirty_ = false;
  }
}
"
22287,"[(185539, 39.95669596173163), (185568, 38.64985530310321), (178834, 38.542648969509855), (178835, 38.01776352787015), (185927, 36.66451975632397), (178383, 36.3729399909752), (177983, 35.02057314294002), (180517, 33.72310383244039), (180894, 30.734609125899944), (180414, 28.835435317706843), (179035, 28.34259630981772), (178985, 28.15382981085135), (180988, 27.980208204040835), (179034, 27.634145727537902), (186926, 27.19254178933034), (180783, 26.80706667733903), (180896, 26.686744654178128), (178858, 26.096405905776336), (178216, 26.087537610873014), (186499, 26.080007465395028)]","SYSCALL_DEFINE1(sched_get_priority_min, int, policy)
{
	int ret = -EINVAL;

	switch (policy) {
	case SCHED_FIFO:
	case SCHED_RR:
		ret = 1;
		break;
	case SCHED_NORMAL:
	case SCHED_BATCH:
	case SCHED_IDLE:
		ret = 0;
	}
	return ret;
}
"
156924,"[(185500, 12.904185059508377), (184293, 12.654934202604206), (185503, 12.14707161760977), (185884, 10.092524842291386), (185618, 9.834066401606062), (186414, 9.692621820423607), (186580, 9.220749133798357), (184918, 8.72676231918173), (186338, 8.270089753555174), (186459, 7.05511496533533), (184550, 6.052203313420992), (184930, 5.952381675828791), (186091, 5.867472263325364), (186333, 5.829317665815111), (187032, 5.717803937288901), (183460, 5.709729306502279), (185529, 5.435998430452801), (187205, 5.420106035754442), (185622, 5.28090455482778), (185006, 5.269201614914912)]","void DocumentLoader::UpdateNavigationTimings(
    base::TimeTicks navigation_start_time,
    base::TimeTicks redirect_start_time,
    base::TimeTicks redirect_end_time,
    base::TimeTicks fetch_start_time,
    base::TimeTicks input_start_time) {
  if (!input_start_time.is_null()) {
    GetTiming().SetInputStart(input_start_time);
  }

  if (navigation_start_time.is_null()) {
    GetTiming().SetNavigationStart(CurrentTimeTicks());
    return;
  }

  GetTiming().SetNavigationStart(navigation_start_time);
  if (!redirect_start_time.is_null()) {
    GetTiming().SetRedirectStart(redirect_start_time);
    GetTiming().SetRedirectEnd(redirect_end_time);
  }
  if (!fetch_start_time.is_null()) {
    DCHECK(!navigation_start_time.is_null());
    GetTiming().SetFetchStart(fetch_start_time);
  }
}
"
113125,"[(179775, 0.0), (186167, 0.0), (184307, 0.0), (187512, 0.0), (186351, 0.0), (184781, 0.0), (187002, 0.0), (185233, 0.0), (177951, 0.0), (188607, 0.0), (185885, 0.0), (186425, 0.0), (185110, 0.0), (182165, 0.0), (186488, 0.0), (178736, 0.0), (187554, 0.0), (181917, 0.0), (178623, 0.0), (187205, 0.0)]","   ~MockDownloadFileManager() {}
"
53845,"[(179555, 13.35426807402521), (179556, 10.728816540003772), (178926, 6.640555378545178), (180158, 5.808775321075937), (178981, 5.804337726493465), (178920, 5.505990162369104), (182009, 5.166348057535389), (178927, 5.12409667752821), (178702, 5.039069688963966), (179012, 4.755710344770918), (178993, 3.7189454572619294), (185702, 3.7148089697865947), (185695, 3.4642833925198304), (183031, 3.117527941297731), (178450, 3.1160054103073453), (179114, 2.9448098155168396), (178921, 2.731842962028494), (181646, 2.564594058835026), (185697, 2.444413150592973), (184142, 2.3490580184625345)]","u64 acpi_os_get_timer(void)
{
	u64 time_ns = ktime_to_ns(ktime_get());
	do_div(time_ns, 100);
	return time_ns;
}
"
